ispb,nome_completo,nome_reduzido,cnpj,tipo_instituicao,autorizada_bcb,participa_pix,participa_str,status_operacional,fonte_dados,modalidade_pix,iniciacao_pagamento,facilitador_saque,data_inicio_operacao,acesso_principal,participa_compe
35479592,"DUFRIO FINANCEIRA, CRÉDITO, FINANCIAMENTO E INVESTIMENTOS S.A.",DUFRIO CFI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,10/01/2025,RSFN,Não
35523352,BEES IP LTDA.,BEES IP LTDA.,35523352000106,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,04/09/2025,Internet,Não
35534511,A27 IP S/A,A27 IP S/A,35534511000178,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
35535240,SAQ,SAQ,35535240000175,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
35542555,UNLIMIT IP LTDA.,UNLIMIT IP LTDA.,35542555000140,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
35551187,"PLANTAE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",PLANTAE CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/06/2021,RSFN,Não
35571249,COOP SICREDI EVOLUÇÃO,COOP SICREDI EVOLUÇÃO,35571249000131,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
35713491,PROTOTYPE IP S.A.,PROTOTYPE IP S.A.,35713491000100,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,nan,15/01/2026,RSFN,Não
35810871,Z1 IP LTDA.,Z1 IP LTDA.,35810871000155,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/02/2024,RSFN,Não
35977097,UP.P SEP S.A.,UP.P SEP S.A.,35977097000171,Sociedade de Empréstimo entre Pessoas,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,25/03/2020,RSFN,Não
35990763,ENOQ PAY,ENOQ PAY,35990763000101,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
36113876,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.,OLIVEIRA TRUST DTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/03/2011,RSFN,Não
36266751,FINVEST DTVM,FINVEST DTVM,36266751000100,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,01/08/2022,RSFN,Não
36272465,REAG IP,REAG IP,36272465000149,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
36321990,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",AGORACRED S/A SCFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,07/08/2024,RSFN,Não
36583700,"QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",QISTA S.A. CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/10/2022,RSFN,Não
36586946,BONUSPAGO SCD S.A.,BONUSPAGO SCD S.A.,36586946000129,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,14/10/2020,RSFN,Não
36690516,PAY IP S.A.,PAY IP S.A.,36690516000152,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,01/04/2025,RSFN,Não
36741675,CORPX BANK IP S.A.,CORPX BANK IP S.A.,36741675000139,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
36864992,MAF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MAF DTVM SA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,20/07/2022,RSFN,Não
36900256,UNICRED RAÍZES,UNICRED RAÍZES,36900256000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
36947229,COBUCCIO S.A. SCFI,COBUCCIO S.A. SCFI,36947229000185,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Liquidante Especial,Não,nan,03/12/2020,RSFN,Não
37076205,SICOOB JUDICIÁRIO,SICOOB JUDICIÁRIO,37076205000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37079720,COOP SICOOB CREDIJUSTRA,COOP SICOOB CREDIJUSTRA,37079720000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37168145,APROMS NET IP LTDA.,APROMS NET IP LTDA.,37168145000106,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
37229413,"SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO EFÍ S.A.",SCFI EFÍ S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,12/12/2022,RSFN,Não
37241230,SUMUP SCD S.A.,SUMUP SCD S.A.,37241230000152,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,16/10/2020,RSFN,Não
37255049,SICOOB CREDIGOIÁS CC,SICOOB CREDIGOIÁS CC,37255049000103,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37293930,BASS PAGO,BASS PAGO,37293930000190,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37319859,STATER PAY INSTITUICAO DE PAGA,STATER PAY INSTITUICAO DE PAGA,37319859000178,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37395399,CCLA CENTRO BRASILEIRA LTDA.,CCLA CENTRO BRASILEIRA LTDA.,37395399000167,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37414009,ZIPDIN SOLUÇÕES DIGITAIS SOCIEDADE DE CRÉDITO DIRETO S/A,ZIPDIN SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,26/08/2021,RSFN,Não
37442605,COOP SICREDI GRANDES RIOS,COOP SICREDI GRANDES RIOS,37442605000142,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37470405,SMART SOLUTIONS GROUP IP LTDA,SMART SOLUTIONS GROUP IP LTDA,37470405000101,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,04/10/2024,RSFN,Não
37511258,INOVANTI IP S.A.,INOVANTI IP S.A.,37511258000162,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
37526080,LEND SOCIEDADE DE CRÉDITO DIRETO S.A.,LEND SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,25/03/2021,RSFN,Não
37554441,COOP SICOOB UNI SUL MS,COOP SICOOB UNI SUL MS,37554441000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37555231,DM SOCIEDADE DE CRÉDITO DIRETO S.A.,DM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/10/2021,RSFN,Não
37631058,CCLA DE PALMEIRAS E REGIÃO,CCLA DE PALMEIRAS E REGIÃO,37631058000143,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37678915,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,FIDD DTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,17/06/2024,RSFN,Não
37679449,"MERCADO CRÉDITO SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",MERCADO CRÉDITO SCFI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,30/01/2023,RSFN,Não
37715993,ACCREDITO SCD S.A.,ACCREDITO SCD S.A.,37715993000198,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,27/11/2020,RSFN,Não
37753531,PAGSMILE IP LTDA.,PAGSMILE IP LTDA.,37753531000165,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37763847,GERU SCD S.A.,GERU SCD S.A.,37763847000138,Sociedade de Crédito Direto,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
37839059,OWEM PAY,OWEM PAY,37839059000188,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
37880206,CORA SCFI,CORA SCFI,37880206000163,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,29/09/2020,RSFN,Não
37911077,YAW IP S.A.,YAW IP S.A.,37911077000123,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
38129006,NUMBRS SCD S.A.,NUMBRS SCD S.A.,38129006000136,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/03/2021,RSFN,Não
38224857,DELCRED SCD S.A.,DELCRED SCD S.A.,38224857000168,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,27/08/2021,RSFN,Sim
38297374,NUVENDE,NUVENDE,38297374000193,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
38320462,V3 IP S.A.,V3 IP S.A.,38320462000169,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
38372267,SHOPEE,SHOPEE,38372267000182,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
38406148,CHRISTIAN FAMILY IP,CHRISTIAN FAMILY IP,38406148000101,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
38429045,VIS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,VIS DTVM LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,05/12/2022,RSFN,Não
38588174,CC CREDICOPE,CC CREDICOPE,38588174000190,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
38593706,MULTICRED SOCIEDADE DE CRÉDITO DIRETO S.A.,MULTICRED SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,04/09/2023,RSFN,Não
39331592,GRECALE SOLUCOES EM MEIOS DE P,GRECALE SOLUCOES EM MEIOS DE P,39331592000160,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
39343350,CC LAR CREDI,CC LAR CREDI,39343350000196,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/07/2021,RSFN,Sim
39416705,OCTA SCD S.A.,OCTA SCD S.A.,39416705000120,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/11/2021,RSFN,Não
39519944,OPEA SCD,OPEA SCD,39519944000105,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,10/02/2023,RSFN,Não
39576810,MUITO IP LTDA.,MUITO IP LTDA.,39576810000126,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
39587424,UY3 SCD S/A,UY3 SCD S/A,39587424000130,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,26/10/2021,RSFN,Não
39664698,CREDSYSTEM SCD S.A.,CREDSYSTEM SCD S.A.,39664698000185,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,20/04/2021,RSFN,Não
39669186,HEMERA DTVM LTDA.,HEMERA DTVM LTDA.,39669186000101,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,17/08/2021,RSFN,Não
39676772,CREDIFIT SCD S.A.,CREDIFIT SCD S.A.,39676772000183,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,15/09/2021,RSFN,Não
39696395,CACTVS IP S.A.,CACTVS IP S.A.,39696395000144,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Etapa Homologatória,nan,,,
39715262,MASTERBARTER,MASTERBARTER,39715262000178,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
39738065,FFCRED SCD S.A.,FFCRED SCD S.A.,39738065000174,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,30/11/2022,RSFN,Não
39908427,STARK SCD S.A.,STARK SCD S.A.,39908427000128,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Liquidante Especial,Não,nan,01/10/2021,RSFN,Não
39929224,DIZCONTA,DIZCONTA,39929224000118,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
40083667,CAPITAL CONSIG SCD S.A.,CAPITAL CONSIG SCD S.A.,40083667000110,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,03/12/2021,RSFN,Não
40112555,GIRO - SOCIEDADE DE CRÉDITO DIRETO S/A,GIRO - SCD S/A,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,02/10/2024,Internet,Não
40276692,PROTEGE CASH,PROTEGE CASH,40276692000110,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/09/2023,RSFN,Não
40303299,PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PORTOPAR DTVM LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,06/02/2019,RSFN,Não
40333582,SAYGO CORRETORA DE CÂMBIO S.A.,SAYGO CÂMBIO,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,03/08/2023,RSFN,Não
40353377,FOURTRADE CORRETORA DE CÂMBIO LTDA.,FOURTRADE COR. DE CAMBIO LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,19/02/2024,RSFN,Não
40434681,AZUMI DISTRIBUIDORA DE TíTULOS E VALORES MOBILIáRIOS LTDA.,AZUMI DTVM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/12/2021,RSFN,Não
40473435,REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP S.A.,REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP S.A.,40473435000178,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,04/03/2024,RSFN,Não
40475846,J17 - SCD S/A,J17 - SCD S/A,40475846000100,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/01/2022,RSFN,Não
40478262,PAGSTAR IP S.A.,PAGSTAR IP S.A.,40478262000180,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
40557732,BNS CAPITAL PAGAMENTOS LTDA,BNS CAPITAL PAGAMENTOS LTDA,40557732000100,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
40571694,WISE BRASIL IP LTDA.,WISE BRASIL IP LTDA.,40571694000131,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Aguardando Início da Etapa de Operação Restrita,nan,,,
40654622,TRINUS SCD S.A.,TRINUS SCD S.A.,40654622000158,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,09/09/2021,RSFN,Não
40710595,NG CASH IP,NG CASH IP,40710595000193,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
40735713,JRM2,JRM2,40735713000118,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
40768766,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,LIONS TRUST DTVM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,12/12/2022,RSFN,Não
40820176,PAY BROKERS IP,PAY BROKERS IP,40820176000104,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
40910463,BIPA INSTITUICAO DE PAGAMENTO,BIPA INSTITUICAO DE PAGAMENTO,40910463000105,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41180092,COOP SICREDI EXPANSÃO,COOP SICREDI EXPANSÃO,41180092000116,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41255225,COOP SICREDI CENTRO PERNAMBUCANA,COOP SICREDI CENTRO PERNAMBUCANA,41255225000176,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41538335,CLARA IP,CLARA IP,41538335000145,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
41592532,MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,MÉRITO DTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/11/2021,RSFN,Não
41669227,CCLA PROD RURAIS TRIÂNGULO,CCLA PROD RURAIS TRIÂNGULO,41669227000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41697103,CC CREDILIVRE LTDA. - SICOOB CREDILIVRE,CC CREDILIVRE LTDA. - SICOOB CREDILIVRE,41697103000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41707258,CCLA SANTO ANTONIO DO MONTE,CCLA SANTO ANTONIO DO MONTE,41707258000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41753500,CC CARLOS CHAGAS,CC CARLOS CHAGAS,41753500000181,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41791005,CECM SERV MUN POÇOS DE CALDAS,CECM SERV MUN POÇOS DE CALDAS,41791005000167,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41805003,CCLA ALTO SÃO FRANCISCO,CCLA ALTO SÃO FRANCISCO,41805003000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41931221,SICOOB CREDICOOP,SICOOB CREDICOOP,41931221000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
41931445,CC CREDIFOR LTDA,CC CREDIFOR LTDA,41931445000172,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42047025,UNAVANTI SCD S/A,UNAVANTI SCD S/A,42047025000190,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/01/2022,RSFN,Não
42066258,RJI CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,RJI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/07/2022,RSFN,Não
42259084,ARTTA SCD,ARTTA SCD,42259084000122,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,11/10/2022,RSFN,Não
42272526,BNY Mellon Banco S.A.,BNY MELLON BCO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,19/11/2012,RSFN,Não
42873828,CC AGROCREDI LTDA,CC AGROCREDI LTDA,42873828000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42880617,CC SICOOB CREDITIROS,CC SICOOB CREDITIROS,42880617000199,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42887133,CCLA REG SUDESTE MG,CCLA REG SUDESTE MG,42887133000171,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42898825,CECM MEDICOS E PROFISSIONAIS AREA SAUDE DO BRASIL,CECM MEDICOS E PROFISSIONAIS AREA SAUDE DO BRASIL,42898825000115,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42934794,CC CREDIPIMENTA,CC CREDIPIMENTA,42934794000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
42963742,BANSUR JM SOCIEDADE DE CRÉDITO DIRETO S/A,BANSUR JM SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,15/09/2025,RSFN,Não
43180355,PEFISA S.A. - C.F.I.,PEFISA S.A. - C.F.I.,43180355000112,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,21/11/2017,RSFN,Não
43394419,GOOGLE PAY BRASIL IP LTDA.,GOOGLE PAY BRASIL IP LTDA.,43394419000188,Instituição de Pagamento,Sim,Sim,Não,,PIX,Iniciador,Sim,nan,,,
43599047,SUPERLÓGICA SCD S.A.,SUPERLÓGICA SCD S.A.,43599047000126,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,29/08/2022,RSFN,Não
43978697,KIKAI SCD S.A.,KIKAI SCD S.A.,43978697000182,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,15/04/2025,RSFN,Não
44019481,PEAK SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.,PEAK SEP S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/01/2023,RSFN,Não
44077014,BR-CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,BR-CAPITAL DTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/06/2021,RSFN,Não
44189447,Banco de La Provincia de Buenos Aires,BCO LA PROVINCIA B AIRES BCE,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
44292580,HR DIGITAL SCD,HR DIGITAL SCD,44292580000103,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,15/02/2023,RSFN,Não
44373041,COOP UNIPRIME CREDICANA,COOP UNIPRIME CREDICANA,44373041000107,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
44469161,COOP SICOOB PRO,COOP SICOOB PRO,44469161000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
44478623,ATICCA SCD S.A.,ATICCA SCD S.A.,44478623000140,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,06/02/2023,RSFN,Não
44663846,FEATBANK IP LTDA,FEATBANK IP LTDA,44663846000187,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,01/10/2025,RSFN,Não
44683140,MAGNUM SCD,MAGNUM SCD,44683140000187,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/08/2022,RSFN,Sim
44704839,ZIMPLER BRASIL IP LTDA.,ZIMPLER BRASIL IP LTDA.,44704839000186,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
44705774,SOMAPAY SCD S.A.,SOMAPAY SCD S.A.,44705774000193,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,04/09/2023,RSFN,Não
44728700,ATF SCD S.A.,ATF SCD S.A.,44728700000172,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,02/12/2022,RSFN,Não
44782130,ACTUAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ACTUAL DTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,16/12/2024,RSFN,Não
44815065,PAY2ALL IP LTDA.,PAY2ALL IP LTDA.,44815065000160,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
44921281,NIXFIN SCD,NIXFIN SCD,44921281000190,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,02/02/2026,RSFN,Não
45056494,JM CORRETORA DE CÂMBIO LTDA.,JM CORRETORA DE CÂMBIO,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,07/10/2025,RSFN,Não
45246410,BANCO GENIAL,BANCO GENIAL,45246410000155,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,19/11/2012,RSFN,Sim
45283173,BBVA BRASIL BANCO DE INVESTIMENTO S.A.,BBVA BRASIL BI S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2025,RSFN,Não
45331622,BNK DIGITAL SCD S.A.,BNK DIGITAL SCD S.A.,45331622000130,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,01/06/2023,RSFN,Não
45548763,MAPS IP LTDA.,MAPS IP LTDA.,45548763000100,Instituição de Pagamento,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,03/06/2024,RSFN,Não
45716916,FIDEM SOCIEDADE DE CRÉDITO DIRETO S/A,FIDEM SCD S/A,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/06/2025,RSFN,Não
45745537,EAGLE SOCIEDADE DE CRÉDITO DIRETO S.A.,EAGLE SCD S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,03/04/2023,RSFN,Não
45756448,MICROCASH SCMEPP LTDA.,MICROCASH SCMEPP LTDA.,45756448000178,Sociedade de Crédito ao Microempreendedor,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,06/03/2023,RSFN,Não
45854066,WNT CAPITAL DTVM,WNT CAPITAL DTVM,45854066000187,Sociedade Distribuidora de TVM,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Ativo em operação restrita,nan,01/03/2023,RSFN,Não
